,id,x,y,b,p,sec,milli
0,175,3232,2327,3,0,0,435
1,176,3232,2327,3,0,0,442
2,177,3232,2327,3,0,0,450
3,178,3232,2327,3,0,0,460
4,179,3232,2327,3,0,0,464
5,180,3232,2327,3,0,0,470
6,181,3232,2327,3,0,0,476
7,182,3232,2327,3,0,0,483
8,183,3232,2327,3,0,0,489
9,184,3232,2327,3,0,0,496
10,185,3232,2327,3,0,0,502
11,186,3232,2327,3,0,0,509
12,187,3232,2327,3,0,0,516
13,188,3232,2327,3,0,0,523
14,189,3232,2327,3,0,0,529
15,190,3232,2327,3,0,0,536
16,191,3232,2327,3,0,0,542
17,192,3232,2327,3,0,0,549
18,193,3232,2327,3,0,0,555
19,194,3232,2327,3,0,0,562
20,195,3232,2327,3,0,0,569
21,196,3232,2327,3,0,0,575
22,197,3232,2327,3,0,0,581
23,198,3232,2327,3,0,0,587
24,199,3232,2327,3,0,0,595
25,200,3232,2327,3,0,0,602
26,201,3232,2327,3,0,0,608
27,202,3232,2327,3,0,0,615
28,203,3232,2327,3,0,0,622
29,204,3232,2327,3,0,0,628
30,205,3232,2327,3,0,0,635
31,206,3232,2327,3,0,0,641
32,207,3232,2327,3,0,0,648
33,208,3232,2327,3,0,0,655
34,209,3223,2324,3,0,0,662
35,210,3215,2322,3,0,0,669
36,211,3206,2322,3,0,0,679
37,212,3198,2324,3,0,0,684
38,213,3190,2325,3,0,0,691
39,214,3180,2326,3,0,0,698
40,215,3169,2327,3,0,0,703
41,216,3159,2328,3,0,0,709
42,217,3148,2329,3,0,0,716
43,218,3138,2330,3,0,0,723
44,219,3126,2329,3,0,0,730
45,220,3114,2330,3,0,0,736
46,221,3101,2329,3,0,0,742
47,222,3088,2330,3,0,0,747
48,223,3074,2328,3,0,0,754
49,224,3061,2327,3,0,0,760
50,225,3044,2324,3,0,0,767
51,226,3027,2324,3,0,0,774
52,227,3009,2323,3,0,0,781
53,228,2991,2324,3,0,0,787
54,229,2973,2325,3,0,0,793
55,230,2955,2326,3,0,0,800
56,231,2937,2328,3,0,0,807
57,232,2921,2330,3,0,0,813
58,233,2906,2333,3,0,0,820
59,234,2893,2336,3,0,0,826
60,235,2880,2339,7,6,0,848
61,236,2869,2342,7,7,0,855
62,237,2869,2342,7,7,0,862
63,238,2869,2342,7,7,0,868
64,239,2869,2342,7,7,0,876
65,240,2875,2338,7,6,0,883
66,241,2886,2333,7,6,0,890
67,242,2904,2326,7,7,0,898
68,243,2927,2317,7,7,0,902
69,244,2955,2306,7,7,0,908
70,245,2986,2294,7,7,0,914
71,246,3021,2280,7,7,0,921
72,247,3058,2264,7,8,0,928
73,248,3100,2248,7,9,0,934
74,249,3145,2231,7,9,0,942
75,250,3192,2213,7,9,0,947
76,251,3239,2195,7,9,0,954
77,252,3288,2175,7,9,0,961
78,253,3338,2155,7,9,0,968
79,254,3387,2136,7,10,0,975
80,255,3434,2117,7,11,0,981
81,0,3480,2098,7,11,0,987
82,1,3524,2081,7,11,0,994
83,2,3568,2064,7,11,1,1
84,3,3608,2049,7,11,1,8
85,4,3647,2034,7,11,1,15
86,5,3683,2020,7,11,1,21
87,6,3715,2008,7,11,1,27
88,7,3742,1999,7,11,1,33
89,8,3766,1991,7,11,1,41
90,9,3786,1986,7,11,1,47
91,10,3801,1983,7,11,1,53
92,11,3812,1984,7,12,1,60
93,12,3818,1989,7,13,1,66
94,13,3819,1999,7,13,1,74
95,14,3814,2014,7,13,1,80
96,15,3804,2031,7,13,1,86
97,16,3791,2051,7,13,1,93
98,17,3773,2073,7,13,1,99
99,18,3753,2097,7,13,1,107
100,19,3733,2119,7,13,1,113
101,20,3715,2141,7,13,1,119
102,21,3699,2159,7,13,1,126
103,22,3686,2175,7,12,1,133
104,23,3676,2188,7,12,1,140
105,24,3670,2200,7,12,1,146
106,25,3670,2200,7,11,1,152
107,26,3673,2207,7,10,1,159
108,27,3680,2212,7,10,1,166
109,28,3693,2216,7,10,1,173
110,29,3710,2221,7,10,1,179
111,30,3731,2225,7,10,1,185
